"Borrado";"Favorito";"Fecha";"Fuente";"Texto";"Enlace";"Marca";"Usuario";"Oficial";"Opinion";"Categoria";"Tags";"Impacto"
"false";"false";"2020-05-05 16:31:16";"twitter";"We?ve got a fun Rudee Maniacs live chat for you all this week, all about #citizenscience and just a few of the #projects you can get get involved in. From #ladybugs to #penguins to #kingtide learn ways in which you? https://t.co/hOBvCGn4VD";"null";"Citizen science All World";"9bd0f82ddfdd42a2885a28798a6033c7";"false";"33,33";"";"";"43,14"
"false";"false";"2020-05-05 16:27:50";"twitter";"En este artículo hablo sobre la #CienciaCiudadana en #Energía solar??, que hacemos con el @ProjectGreco \n . \n #openscience \n #CienciaCiudadana \n #ComunicaCiencia \n . \n También en español ?https://t.co/huJBkOPsGH";"null";"Citizen science All World";"a62bbee14a23144eba4395310af65c2e";"false";"0";"";"";"25,49"
"false";"false";"2020-05-05 16:45:10";"twitter";"@seed_ball This fourteen-spotted lady beetle was seen on my daily #lockdownwalk on comfrey. Added to @inaturalist #CitizenScience #ladybird https://t.co/DPrYyhK4Z3";"null";"Citizen science All World";"aa2b80e9039a6c17eaa4388a9d2b6c7b";"false";"0";"";"";"21,5"
"false";"false";"2020-05-05 16:45:10";"twitter";"@seed_ball This fourteen-spotted lady beetle was seen on my daily #lockdownwalk on comfrey. Added to @inaturalist #CitizenScience #ladybird https://t.co/DPrYyhK4Z3";"null";"Citizen science EU";"aa2b80e9039a6c17eaa4388a9d2b6c7b";"false";"0";"";"";"21,5"
"false";"false";"2020-05-05 16:35:09";"twitter";"RT: #SmartSpecialisation is an innovative approach that enables each region to identify and develop its own competitive advantages to boost growth and jobs. \n \n #SeeRRI #EU #Researchers #CitizenScience #ethics #H2020 #RRI https://t.co/4uoYg6ob13";"null";"Citizen science All World";"a6ca0c3aab148bf671378bd2f6155e87";"false";"100";"";"";"26,58"
"false";"false";"2020-05-05 16:38:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 2.55ugr/m3. Dust level #PM2.5 is: 1.23ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science EU";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 16:38:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 2.55ugr/m3. Dust level #PM2.5 is: 1.23ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science All World";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 16:28:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 4.12ugr/m3. Dust level #PM2.5 is: 1.35ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science All World";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 16:28:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 4.12ugr/m3. Dust level #PM2.5 is: 1.35ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science EU";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 17:21:19";"twitter";"RT: #SabíasQue El #GlobalBigDay es una iniciativa de ciencia ciudadana mundial, que comenzó en 2015, para crear conciencia sobre la importancia de la conservación de las aves. Conoce más acerca de este este importante evento en el siguiente enlace?https://t.co/JwuYrZydEP #aventanear https://t.co/aanhZQwYlI";"null";"Citizen science All World";"3ff2003f7d760870e0aff3bb28f898bc";"false";"0";"Curiosidad_Interés,Compasión_Bondad,Admiración_Exaltación";"";"39,86"
"false";"false";"2020-05-05 17:21:23";"twitter";"RT: Are you considering adding citizen science to your course? Join us for the FIVE live-stream events to explore how #CitizenScience fits in #HigherEducation @CitSciAssoc @CoopSciScoop @RachelKTheodoro @BrandeisU @BrandeisScience @terryagates @CaterpillarsCt https://t.co/Bwth2R6cB7";"null";"Citizen science All World";"48643404c811482e3f572a1550db91d6";"false";"-33,33";"";"";"53,46"
"false";"false";"2020-05-05 17:21:40";"twitter";"And record them on the eBird app ? you can sit in your porch/stoop/window/fire escape/backyard/local park (if safe) and spend the day counting all the birbs you see ? by doing so you?ll be helping science & conservation efforts with some fun citizen science";"null";"Citizen science All World";"61574c768ef998621713e5bde5f9376d";"false";"100";"";"";"34,99"
"false";"false";"2020-05-05 17:21:42";"twitter";"@AfSwifts @swiftsweek @Natures_Voice @SIBirdClub \n \n Yay! Seen my first swifts of 2020, a screaming party of 8 over my garden. Don?t forget to log your #lockdownbirding swift sightings on the @natapp_uk Swift Mapper app or at https://t.co/KzjBJUTm6R \n \n #Swifts #CitizenScience";"null";"Citizen science All World";"c028808b41508d7ff93e0cfb0fcf4b87";"false";"0";"";"";"6,59"
"false";"false";"2020-05-05 17:21:42";"twitter";"@AfSwifts @swiftsweek @Natures_Voice @SIBirdClub \n \n Yay! Seen my first swifts of 2020, a screaming party of 8 over my garden. Don?t forget to log your #lockdownbirding swift sightings on the @natapp_uk Swift Mapper app or at https://t.co/KzjBJUTm6R \n \n #Swifts #CitizenScience";"null";"Citizen science EU";"c028808b41508d7ff93e0cfb0fcf4b87";"false";"0";"";"";"6,59"
"false";"false";"2020-05-05 17:17:26";"twitter";"RT: What is #citizenscience in your opinion? Can we identify a universal set of rules on what counts as CS and what not? Our work on the characteristics of #citizenscience from the @EUCitSciProject partners and beyond has just launched! https://t.co/Se6n72XR5I @IIASAVienna";"null";"Citizen science EU";"d5d472aefd85ab721855cf4941aafe4a";"false";"0";"";"";"40,62"
"false";"false";"2020-05-05 17:17:26";"twitter";"RT: What is #citizenscience in your opinion? Can we identify a universal set of rules on what counts as CS and what not? Our work on the characteristics of #citizenscience from the @EUCitSciProject partners and beyond has just launched! https://t.co/Se6n72XR5I @IIASAVienna";"null";"Citizen science All World";"d5d472aefd85ab721855cf4941aafe4a";"false";"0";"";"";"40,62"
"false";"false";"2020-05-05 17:17:39";"twitter";"RT: How has #COVID19 changed mobility in #Madrid and #Barcelona? ??? \n \n If you live in Madrid or Barcelona, @Ideas_4_Change wants to hear from you! \n \n Share your views on urban mobility in this short survey ????? https://t.co/S2zPzE2HzA \n \n #CitizenScience #mobility";"null";"Citizen science All World";"d5d472aefd85ab721855cf4941aafe4a";"false";"0";"";"";"40,62"
"false";"false";"2020-05-05 17:17:39";"twitter";"RT: How has #COVID19 changed mobility in #Madrid and #Barcelona? ??? \n \n If you live in Madrid or Barcelona, @Ideas_4_Change wants to hear from you! \n \n Share your views on urban mobility in this short survey ????? https://t.co/S2zPzE2HzA \n \n #CitizenScience #mobility";"null";"Citizen science EU";"d5d472aefd85ab721855cf4941aafe4a";"false";"0";"";"";"40,62"
"false";"false";"2020-05-05 17:17:49";"twitter";"RT: Our amazing volunteers are key to the success of our research. Thank you! #CitizenScience #PenguinResearch #MarineScience";"null";"Citizen science EU";"d5d472aefd85ab721855cf4941aafe4a";"false";"66,67";"";"";"40,62"
"false";"false";"2020-05-05 17:17:49";"twitter";"RT: Our amazing volunteers are key to the success of our research. Thank you! #CitizenScience #PenguinResearch #MarineScience";"null";"Citizen science All World";"d5d472aefd85ab721855cf4941aafe4a";"false";"66,67";"";"";"40,62"
"false";"false";"2020-05-05 17:17:56";"twitter";"RT: Plz RT! We are investigating the impact of climate change on willow, rock & white-tailed #ptarmigan in BC \n \n We?d appreciate sightings from 1970-now, not yet reported on @Team_eBird /@inaturalist \n \n Plz direct date and lat/long to dscridel@gmail.com #CitizenScience #birding #birds https://t.co/trOkngtbBW";"null";"Citizen science All World";"30c29080ae3635e242eb6ee8f7b930de";"false";"-16,67";"";"";"44,62"
"false";"false";"2020-05-05 17:18:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is NE. Dust level #PM10 is: 4.07ugr/m3. Dust level #PM2.5 is: 1.40ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science EU";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 17:18:17";"twitter";"Measurement: That?s great, the level is below 5 ugr/m3. Wind direction is NE. Dust level #PM10 is: 4.07ugr/m3. Dust level #PM2.5 is: 1.40ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science All World";"39c47d89c9258263009aa1bdf2bce615";"false";"50";"";"";"6,59"
"false";"false";"2020-05-05 17:18:23";"twitter";"RT: How much and what types of #COVID19 PPE trash are littering your neighborhood? An #LSU professor launches a global #CitizenScience project to find out. \n \n Read more here: https://t.co/Var7muScXb \n @LSU_CCE https://t.co/jLK225dH3m";"null";"Citizen science All World";"c1763e98703f83284eb5d4eece8edce3";"false";"0";"";"";"46,63"
"false";"false";"2020-05-05 17:18:47";"twitter";"RT: Plz RT! We are investigating the impact of climate change on willow, rock & white-tailed #ptarmigan in BC \n \n We?d appreciate sightings from 1970-now, not yet reported on @Team_eBird /@inaturalist \n \n Plz direct date and lat/long to dscridel@gmail.com #CitizenScience #birding #birds https://t.co/trOkngtbBW";"null";"Citizen science All World";"a9f06ae44e0392296228fec4a79803f6";"false";"-16,67";"";"";"37,91"
"false";"false";"2020-05-05 17:12:36";"twitter";"RT: #SabíasQue El #GlobalBigDay es una iniciativa de ciencia ciudadana mundial, que comenzó en 2015, para crear conciencia sobre la importancia de la conservación de las aves. Conoce más acerca de este este importante evento en el siguiente enlace?https://t.co/JwuYrZydEP #aventanear https://t.co/aanhZQwYlI";"null";"Citizen science All World";"9aa0767594a56f845b003803ddfd95e3";"false";"0";"Curiosidad_Interés,Compasión_Bondad,Admiración_Exaltación";"";"59,37"
"false";"false";"2020-05-05 17:13:04";"t
witter";"Join the Vigie-Cratère Citizen Science Project and Become a Crater Hunter https://t.co/pm713WhBEN";"null";"Citizen science All World";"c61cf3093a7c3c77aac8e375bc6b1df7";"false";"0";"";"";"46,63"
"false";"false";"2020-05-05 17:13:33";"twitter";"RT: Our #CitizenScience platform aims to unite people around the world by collecting meaningful data on the environment. Our #EarthChallenge is here to bring people into the scientific community. \n \n ?Know the Science, Keep the Action!? \n https://t.co/BuaKBXDNra";"null";"Citizen science All World";"ff7e770aa8ddbec78c7dc0f2333c32e6";"false";"66,67";"";"";"22,13"
"false";"false";"2020-05-05 17:13:50";"twitter";"RT: #SabíasQue El #GlobalBigDay es una iniciativa de ciencia ciudadana mundial, que comenzó en 2015, para crear conciencia sobre la importancia de la conservación de las aves. Conoce más acerca de este este importante evento en el siguiente enlace?https://t.co/JwuYrZydEP #aventanear https://t.co/aanhZQwYlI";"null";"Citizen science All World";"0b6d642f163a18787b786d8c2de3373f";"false";"0";"Curiosidad_Interés,Compasión_Bondad,Admiración_Exaltación";"";"34,18"
"false";"false";"2020-05-05 17:20:11";"twitter";"RT: .@TheSciCheers are featuring the SciStarter #COVID19 #CitizenScience page (https://t.co/yKv27zHS9L) in their COVID-19 Awareness Week! Check out their resources for individuals and families to stay mentally and physically healthy during the pandemic: https://t.co/Jyn775Ud8F";"null";"Citizen science All World";"fe6dad62740bfc9bf7b45408e90d16f0";"false";"16,67";"";"";"33,13"
"false";"false";"2020-05-05 17:20:11";"twitter";"RT: The National Map Corps virtual awards explained. This week: Order of the Surveyor?s Chain badge. Submit structure points, earn badges. https://t.co/04UWP8n8sg @USGS #TNMCorps @FedCitSci #citsci #citizenscience #USGS #mapping #GIS #learnathome https://t.co/PQ9l4HfGFZ";"null";"Citizen science All World";"6975fd5eb3b47af13f7830c6995631c0";"false";"16,67";"";"";"18,81"
"false";"false";"2020-05-05 17:15:25";"twitter";"@xyz4deal @alihwarsame Among the #Misfortune & #Fortunes of #Somalia is that we, the folks, helped the #Nation when the #State collapsed. #PublicGoods became a ?domain? -> communities, educators, & concerned #CitizenScience . \n Then an #Industry rose up, #Education become Mr. Ca$h for some folks. #Life https://t.co/vXVBknK4vK";"null";"Citizen science All World";"86aefd6a1d53925f77f28551c1393ee9";"false";"-33,33";"";"";"52,42"
"false";"false";"2020-05-05 17:16:08";"twitter";"https://t.co/gadG98afsz";"null";"Citizen science All World";"86aefd6a1d53925f77f28551c1393ee9";"false";"0";"";"";"52,42"
"false";"false";"2020-05-05 17:16:19";"twitter";"RT: Hey @EctorCountyISD students and parents... have you ever made a scientific discovery? Check out the cool opportunity below. #ECISDatHome #TeamECISD #ECISDchallenge @PICKeducation @TeamFoldscope @PrakashLab @CBS7News #CitizenScience #PICKedu #txed @NSTA #EDFOO";"null";"Citizen science All World";"f39be36fd201c0af78e2656008fc6f88";"false";"0";"";"";"50,39"
"false";"false";"2020-05-05 17:20:49";"twitter";"RT: If you?re a naturalist at heart and want to find ways to instill this passion in your students during #socialdistancing, consider these online citizen science projects geared towards elementary and middle school students. \n https://t.co/RLFFPP1q4N";"null";"Citizen science All World";"2277d30bea13c2a831e7de0b15cd5042";"false";"0";"";"";"37,02"
"false";"false";"2020-05-05 18:00:21";"twitter";"Hierholzer Weiher: pH-Wert ist zu hoch. Liegt aktuell bei 7.00 ! \n #Monitoring #CitizenScience";"null";"Citizen science All World";"8e23d3afaf376983cb509e7aefdb0af5";"false";"0";"";"";"6,59"
"false";"false";"2020-05-05 18:00:31";"twitter";"RT: Here is my @skepticscience blog post about the neat and varied session ITS1.8/SSS1.1 on #citizenscience and #openscience from #shareEGU20 which I enjoyed a lot preparing for and participating in: \n https://t.co/AyA18RrGTQ https://t.co/dcAmTgPYTP https://t.co/tZvIpYqk0H";"null";"Citizen science All World";"1916e0be3b50e6bc643a70eb712137d9";"false";"100";"";"";"56,28"
"false";"false";"2020-05-05 18:00:31";"twitter";"RT: Here is my @skepticscience blog post about the neat and varied session ITS1.8/SSS1.1 on #citizenscience and #openscience from #shareEGU20 which I enjoyed a lot preparing for and participating in: \n https://t.co/AyA18RrGTQ https://t.co/dcAmTgPYTP https://t.co/tZvIpYqk0H";"null";"Citizen science EU";"1916e0be3b50e6bc643a70eb712137d9";"false";"100";"";"";"56,28"
"false";"false";"2020-05-05 18:00:34";"twitter";"Slugs are destroying my sunflower seedlings! Working on natural defense against future damage. #GreatSunflowerProject #CitizenScience https://t.co/XumPTPtOIa";"null";"Citizen science All World";"f87941189f98e8dce1bd2d9f3c5cabac";"false";"-33,33";"";"";"21,16"
"false";"false";"2020-05-05 18:00:38";"twitter";"RT: https://t.co/Egcjm0YGyR";"null";"Citizen science All World";"5e4dda675129c845e5c51dd4630c4c7e";"false";"0";"";"";"29,3"
"false";"false";"2020-05-05 18:01:10";"twitter";"RT: We?re excited to partner with @UNEP & @TED_ED to bring #EarthSchool to life! Explore the wonder and mystery of the planet with your Ss through videos, quizzes, and more: https://t.co/LRY0i7Blgk \n \n #CitizenScience #Geography #KidsDeserveIt https://t.co/wsoovVuxEk";"null";"Citizen science All World";"944ac3ca6d70ce46051783f001b4e1ef";"false";"0";"";"";"38,48"
"false";"false";"2020-05-05 17:59:43";"twitter";"RT: Help us test a new citizen science project before it officially launches! Preview and contribute to ?Planet Patrol?, a new search for exoplanets: \n https://t.co/qm4FUUjR88 \n \n #DoNASAScience #NASAscience #NASAatHome #CitizenScience @backyardworlds @planethunters https://t.co/RM8VUx0jOa";"null";"Citizen science EU";"9ab4ca59d1493bca66e4ee6d63ad8712";"false";"0";"";"";"47,2"
"false";"false";"2020-05-05 17:59:43";"twitter";"RT: Help us test a new citizen science project before it officially launches! Preview and contribute to ?Planet Patrol?, a new search for exoplanets: \n https://t.co/qm4FUUjR88 \n \n #DoNASAScience #NASAscience #NASAatHome #CitizenScience @backyardworlds @planethunters https://t.co/RM8VUx0jOa";"null";"Citizen science All World";"9ab4ca59d1493bca66e4ee6d63ad8712";"false";"0";"";"";"47,2"
"false";"false";"2020-05-05 18:00:00";"twitter";"We are ready for this ?? \n After 229 days at Bamsebu, a successful overwintering, we return to Longyearbyen for a few days to re-stock before returning to Bamsebu for the summer. We will continue with our data collection, #citizenscience-projects and our #embracetheplanet-project. https://t.co/S1D3BmKUJ1";"null";"Citizen science All World";"25bf90d46eaa9310c9d6a75dcc7cd88e";"false";"33,33";"";"";"36,48"
"false";"false";"2020-05-05 18:00:01";"twitter";"Here are some great #CitizenScience resources for #sciencefromhome Thank you @FSologists_AK !";"null";"Citizen science All World";"01b33402501c5c25e79cd9d5fa994a0d";"false";"50";"";"";"50,86"
"false";"false";"2020-05-05 18:00:05";"twitter";"Tolle Idee. Geht natürlich auch mit Bäumen und Gehölzen. #mehralsunkraut #morethanweeds #GuerillaGardening https://t.co/pZ8jKtQVPa";"null";"Citizen science All World";"55af1ba8e3a5a5dfeb569ed3d5f080d5";"false";"0";"";"";"43,47"
"false";"false";"2020-05-05 17:58:12";"twitter";"RT: La importancia de la ciencia ciudadana para construir parques mas saludables. Escuchemos a nuestras comunidades! @CentroOds @MediUniandes @ISPAH @LACUrbanHealth @IS_UrbanHealth @IDRD";"null";"Citizen science All World";"b1c5f4117c86667629f44071795a5961";"false";"33,33";"";"";"41,18"
"false";"false";"2020-05-05 17:58:36";"twitter";"RT: If you?re a naturalist at heart and want to find ways to instill this passion in your students during #socialdistancing, consider these online citizen science projects geared towards elementary and middle school students. \n https://t.co/RLFFPP1q4N";"null";"Citizen science All World";"a9fae6c1210898c818ce065a094f4dd2";"false";"0";"";"";"30,6"
"false";"false";"2020-05-05 17:59:01";"twitter";"Help us test a new citizen science project before it officially launches! Preview and contribute to ?Planet Patrol?, a new search for exoplanets: \n https://t.co/qm4FUUjR88 \n \n #DoNASAScience #NASAscience #NASAatHome #CitizenScience @backyardworlds @planethunters https://t.co/RM8VUx0jOa";"null";"Citizen science All World";"f3582340fa2315a5be72691beef64cdf";"false";"0";"";"";"48,46"
"false";"false";"2020-05-05 18:01:30";"twitter";"RT: Go on a virtual safari in Africa, help with citizen science, or listen to a podcast that takes you birding, plus more ideas https://t.co/MSsMRVRVIZ";"null";"Citizen science All World";"de77734f464ac28922f8034677682518";"false";"0";"";"";"39,79"
"false";"false";"2020-05-05 18:01:57";"twitter";"RT: Here is my @skepticscience blog post about the neat and varied session ITS1.8/SSS1.1 on #citizenscience and #openscience from #shareEGU20 which I enjoyed a lot preparing for and participating in: \n https://t.co/AyA18RrGTQ https://t.co/tZvIpYqk0H";"null";"Citizen science All World";"ee73675834c4dd3ee5567c5a5ef0bd96";"false";"100";"";"";"60"
"false";"false";"2020-05-05 17:51:38";"twitter";"RT: Our #CitizenScience platform aims to unite people around the world by collecting meaningful data on the environment. Our #EarthChallenge is here to bring people into the scientific community. \n \n ?Know the Science, Keep the Action!? \n https://t.co/BuaKBXDNra";"null";"Citizen science All World";"431f3a0cfac0130e4897ad1c26ebd344";"false";"66,67";"";"";"47,26"
"false";"false";"2020-05-05 17:51:40";"twitter";"Exploring our neighborhood and getting in some citizen science with @DebrisTracker @NatGeo #dandelionswerethemostexcitingfind #becurious #citizenscience https://t.co/PCO4m10tFY";"null";"Citizen science All World";"02118ad1088092521ab1a5ea6620b6cb";"false";"0";"";"";"25,58"
"false";"false";"2020-05-05 17:55:07";"twitter";"RT: .@TheSciCheers are featuring the SciStarter #COVID19 #CitizenScience page (https://t.co/yKv27zHS9L) in their COVID-19 Awareness Week! Check out their resources for individuals and families to stay mentally and physically healthy during the pandemic: https://t.co/Jyn775Ud8F";"null";"Citizen science All World";"a9fae6c1210898c818ce065a094f4dd2";"false";"16,67";"";"";"30,6"
"false";"false";"2020-05-05 17:52:17";"twitter";"En #direct, table ronde des navigateurs à propos des #sciences participatives liées à l?#océan ?? \n https://t.co/9sKsfKSZ9i";"null";"Citizen science EU";"71a32e5166558ff939d9b75009e7d9e9";"false";"0";"";"";"25,9"
"false";"false";"2020-05-05 17:52:17";"twitter";"En #direct, table ronde des navigateurs à propos des #sciences participatives liées à l?#océan ?? \n https://t.co/9sKsfKSZ9i";"null";"Citizen science All World";"71a32e5166558ff939d9b75009e7d9e9";"false";"0";"";"";"25,9"
"false";"false";"2020-05-05 17:56:08";"twitter";"RT: @WisAlumni Brian Hedberg ?11 founded Perennial Pantry to bring delicious, climate positive foods to our kitchens. We?re bringing #Kernza perennial grain direct-to-consumer to scale a leading climate solution. Citizen science crowdfunding now live https://t.co/NmqCGWjI8i";"null";"Citizen science All World";"293cb177076bd24ada4efe423f5630ac";"false";"-16,67";"";"";"26,93"
"false";"false";"2020-05-05 17:56:25";"twitter";"Measurement: That?s not so great, but the level is at least below 10 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 5.80ugr/m3. Dust level #PM2.5 is: 1.90ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science EU";"39c47d89c9258263009aa1bdf2bce615";"false";"-33,33";"";"";"6,59"
"false";"false";"2020-05-05 17:56:25";"twitter";"Measurement: That?s not so great, but the level is at least below 10 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 5.80ugr/m3. Dust level #PM2.5 is: 1.90ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science All World";"39c47d89c9258263009aa1bdf2bce615";"false";"-33,33";"";"";"6,59"
"false";"false";"2020-05-05 18:28:52";"twitter";"RT: Bee Afraid...?Murder Hornets? are here in the U.S. Two @UArizonaCALS entomologists break down the bug?s big, bad reputation and outline the risks to honeybees and humans. #MurderHornets #CitizenScience \n \n https://t.co/7bXPZiiobU https://t.co/q3clGP2vl9";"null";"Citizen science All World";"2166f6bd3e0aa41c0f348d21378fd902";"false";"-100";"";"";"37,17"
"false";"false";"2020-05-05 18:28:59";"twitter";"Urge @USDA to ban live animal markets, help @NASA map #coral reefs around the world, and urge #Taiwan to ban cruel #PigsOfGod festival @Animal_Place @Care2 #animalrights #citizenscience https://t.co/SM7O1MNuuq";"null";"Citizen science All World";"f3a31545f2919ae3ea9bcd5f567d3da0";"false";"-50";"";"";"56,1"
"false";"false";"2020-05-05 18:30:37";"twitter";"Welcome to five more new members to the Order of the Surveyor?s Chain award: ?Beth_Ortiz?, ?Caleos?, ?Tread?, ?dominicalhambra?, and ?lflurry8?. Record participation continues! #mapping the Nation! https://t.co/VNQo07iZvF #TNMCorps @FedCitSci @USGS #citizenscience #GIS #USGS https://t.co/tc6wIw1gBH";"null";"Citizen science All World";"ec1e340fb29076c12984d3f9d998e855";"false";"66,67";"";"";"54,15"
"false";"false";"2020-05-05 18:31:01";"twitter";"RT: Porque la ciencia avanza más si todos colaboramos. Descubre el poder de la ciencia ciudadana. https://t.co/4Bq4Fu6ozA";"null";"Citizen science EU";"460816886c4e27e3ebc3f39dc086a7a8";"false";"0";"";"";"45,75"
"false";"false";"2020-05-05 18:31:01";"twitter";"RT: Porque la ciencia avanza más si todos colaboramos. Descubre el poder de la ciencia ciudadana. https://t.co/4Bq4Fu6ozA";"null";"Citizen science All World";"460816886c4e27e3ebc3f39dc086a7a8";"false";"0";"";"";"45,75"
"false";"false";"2020-05-05 18:36:25";"twitter";"Measurement: That?s not so great, but the level is at least below 10 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 5.22ugr/m3. Dust level #PM2.5 is: 1.60ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science All World";"39c47d89c9258263009aa1bdf2bce615";"false";"-33,33";"";"";"6,59"
"false";"false";"2020-05-05 18:36:25";"twitter";"Measurement: That?s not so great, but the level is at least below 10 ugr/m3. Wind direction is ENE. Dust level #PM10 is: 5.22ugr/m3. Dust level #PM2.5 is: 1.60ugr/m3. #Fijnstof #Airpollution #Waalre #CitizenScience #luftdaten";"null";"Citizen science EU";"39c47d89c9258263009aa1bdf2bce615";"false";"-33,33";"";"";"6,59"
"false";"false";"2020-05-05 18:36:26";"twitter";"When we think about ethics when doing citizen science with children, it?s important to remember that children aren?t just data resources but rather the reason why we collect data. #CitizenScience is done right when it?s for the benefit of those who implement it #20ed461";"null";"Citizen science All World";"a9822243898aeeedb36d79778a06d0dd";"false";"0";"";"";"9,66"
"false";"false";"2020-05-05 18:35:15";"twitter";"RT: Urge @USDA to ban live animal markets, help @NASA map #coral reefs around the world, and urge #Taiwan to ban cruel #PigsOfGod festival @Animal_Place @Care2 #animalrights #citizenscience https://t.co/SM7O1MNuuq";"null";"Citizen science All World";"2fbefd4971dc4eeea1bd06202c190fc2";"false";"-50";"";"";"51,23"
"false";"false";"2020-05-05 18:31:49";"twitter";"RT: Teachers, we see you! Thank you for inspiring students to love parks through learning. \n \n Learn about Citizen Science 2.0, one way we help educators access parks: https://t.co/x0cSXfbm2Q \n \n ?@RockyNPS via @NatlParkService \n \n #FindYourPark #EncuentraTuParque #TeacherAppreciationDay https://t.co/JLdb9H0ccS";"null";"Citizen science All World";"6a820c1bcc64734df036bfd742153325";"false";"33,33";"";"";"28,2"
"false";"false";"2020-05-05 18:27:59";"twitter";"RT: Are you considering adding citizen science to your course? Join us for the FIVE live-stream events to explore how #CitizenScience fits in #HigherEducation @CitSciAssoc @CoopSciScoop @RachelKTheodoro @BrandeisU @BrandeisScience @terryagates @CaterpillarsCt https://t.co/Bwth2R6cB7";"null";"Citizen science All World";"f4389bc0be2ed73107d2e9822eb66a63";"false";"-33,33";"";"";"27,26"
"false";"false";"2020-05-05 18:32:52";"twitter";"@UIEMAvesMarinas Yes, definitely! I?m involved with the #citizenscience project @seabird_watch :) I?ve also been analysing a lot of photos myself and I think the more you do, the faster you get. #WSTC6 #DigSesh2";"null";"Citizen science All World";"b115ec4f8ce94451ad2add9e1c14944c";"false";"0";"";"";"36,02"
"false";"false";"2020-05-05 18:48:18";"twitter";"RT: Help us test a new citizen science project before it officially launches! Preview and contribute to ?Planet Patrol?, a new search for exoplanets: \n https://t.co/qm4FUUjR88 \n \n #DoNASAScience #NASAscience #NASAatHome #CitizenScience @backyardworlds @planethunters https://t.co/RM8VUx0jOa";"null";"Citizen science All World";"b67936d84c99c308edf18edeb92a32d8";"false";"0";"";"";"34,4"
"false";"false";"2020-05-05 18:48:24";"twitter";"#HigherEd people (including librarians!): If you?re interested in learning more about #CitizenScience and how you could incorporate, check out these free upcoming events hosted by the @CitSciAssoc: https://t.co/E6FdCEWsJI";"null";"Citizen science All World";"830763b1b8768a4388b8d3a213cf00d2";"false";"-33,33";"";"";"37,13"
"false";"false";"2020-05-05 18:48:58";"twitter";"Can I test the ?Go out into deep space and invite aliens? mission?";"null";"Citizen science All World";"5157a0b3ecfd56207694ca7d9774bc8f";"false";"-16,67";"";"";"44,3"
"false";"false";"2020-05-05 18:42:28";"twitter";"What is the Research Group on Collaborative Spaces (RGCS)? Visit our website: https://t.co/1aWa3ngzQe \n \n #NewWaysofWorking #OldWaysofWorking #OpenScience #CitizenScience #CollaborativeSpaces #OWEE0 https://t.co/5nX6uAbDk6";"null";"Citizen science All World";"cef158c7758361cc0fe3e1454bc2e657";"false";"0";"";"";"47,23"
"false";"false";"2020-05-05 18:42:39";"twitter";"RT: Previously on #theBOUblog \n Eight simple rules for citizen science: as exemplified by the Rufous-thighed Kite https://t.co/8pu8IprugA by @Jente_O \n \n From this @IBIS_journal paper https://t.co/0dJPNrid6m \n \n #ornithology https://t.co/XaKJ8A1HjW";"null";"Citizen science All World";"aa5007c4f97bc9ed416ddd708c9754b1";"false";"0";"";"";"58,55"
